"인허가번호","시군구코드","신청분류코드","업무구분코드","운영상태코드","업소명","주소","전화번호","인허가일자","인허가내용","인허가사유내용","신고일자","준공일자","시군구인허가번호","삭제일자","취소일자","최초등록시점","최종수정시점","대상일련번호","대표자조직관리ID","조직관리ID","상위조직관리ID","조직비조직구분코드","우편번호","지역코드","행정동코드","산","번지","호","특수주소"
"PHMB520203100034042500001","3100000","신고","소독업","영업중","북부장애인직업재활시설","서울특별시 노원구 상계동 771번지 북부장애인복지관","02-2092-1792","20200224","소독업 양도양수(양도인 : (사)한국지체장애인협회(김광환) 양수인: 북부장애인직업재활시설(송경주))","소독업 양도양수","20200306","","","20200306","","2020-02-24 18:26:41.0","2020-03-06 21:30:25.0","1","0","0","0","1","","1135010500","1135069500","1","771","","북부장애인복지관"
"PHMB520193100034042500003","3100000","신고","소독업","영업중","페스코","서울특별시 노원구 상계동 1118번지 34호","02-930-4041","20170131","소재지변경","소재지변경","20190312","","제80호","20190312","","2017-02-01 17:46:22.0","2019-03-12 10:53:33.0","1","0","0","0","1","","1135010500","1135063000","1","1118","34",""
"PHMB520093100034042500013","3100000","신고","소독업","영업중","(주)현우환경","서울특별시 노원구 중계1동 358번지 주공아파트3단지상가 204호 209호","02-908-4473","20091007","소독업소개설신고 민원","전염병예방법 시행규칙 제20조의2의 규정에 따라 지역보건과 민원접수번호 200931000340001546호를 처리함","20091007","","","20190116","","2009-10-07 11:27:37.0","2019-01-16 08:03:42.0","1","0","0","0","1","139793","1135010600","1135062100","1","358","","주공아파트3단지상가 204호 209호"
"PHMB520133100034042500001","3100000","신고","소독업","영업중","신한종합관리(주)","서울특별시 노원구 공릉1동 499번지 56호","02-978-8330","20130227","대표자 변경(황동규 김상분 -> 황동규)","대표자 변경 신고","20140401","","제96호","20190529","","2013-02-27 20:35:09.0","2019-05-29 11:07:44.0","1","0","0","0","1","139806","1135010300","1135059500","1","499","56",""
"PHMB520163100034042500003","3100000","신고","소독업","영업중","베스트서비스","","02-3399-5204","20160202","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201631000340000219호를 처리함","20160211","","113","20190529","","2016-02-11 14:12:21.0","2019-05-29 11:21:34.0","1","0","0","0","1","","","","","","",""
"PHMB520173100034042500001","3100000","신고","소독업","영업중","버그폴리스","서울특별시 노원구 하계동 251번지 하계1차 청구아파트 상가","02-974-8112","20170119","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201731000340000099호를 처리함","20170119","","제118호","20190116","","2017-01-20 09:34:34.0","2019-01-16 08:09:44.0","1","0","0","0","1","","1135010400","1135061100","1","251","","하계1차 청구아파트 상가"
"PHMB520103100034042500006","3100000","신고","소독업","영업중","해오름크린","서울특별시 노원구 상계동 434번지 41호","02-938-2257","20101130","소재지 변경(덕릉로 804->한글비석로 47길 68)","소재지 변경(덕릉로 804->한글비석로 47길 68)","20171106","","제82호","20190529","","2010-11-30 09:58:23.0","2019-05-29 11:11:21.0","1","0","0","0","1","","1135010500","1135067000","1","434","41",""
"PHMB520163100034042500008","3100000","신고","소독업","영업중","정담그린환경","서울특별시 노원구 공릉동 622번지 103호","02-971-9055","20161221","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201631000340002778호를 처리함","20161221","","제117호","20190116","","2016-12-21 11:36:46.0","2019-01-16 08:08:20.0","1","0","0","0","1","","1135010300","1135059500","1","622","103",""
"PHMB520143100034042500006","3100000","신고","소독업","영업중","(주)세원종합관리","서울특별시 노원구 공릉동 379번지 34호","02-938-9545","20141229","대표자변경: 민현욱->정래인","대표자변경: 민현욱->정래인","20190813","","제104호","20190813","","2014-12-29 17:11:42.0","2019-08-13 17:09:22.0","1","0","0","0","1","","1135010300","1135059500","1","379","34",""
"PHMB520153100034042500005","3100000","신고","소독업","영업중","이레피앤알","서울특별시 노원구 상계동 1293번지 상계불암현대아파트 상가동 104호","031-861-8252","20150922","소독업소개설신고 민원","소독업 신규 개설신고","20150922","","제110호","20190116","","2015-09-23 08:58:03.0","2019-01-16 08:11:12.0","1","0","0","0","1","","1135010500","1135066500","1","1293","","상계불암현대아파트 상가동 104호"
"PHMB520163100034042500002","3100000","신고","소독업","영업중","태성","서울특별시 노원구 공릉동 492번지 3호 서진프라자아파트","02-973-8858","20160126","소재지변경(공릉로 38길 58-> 동일로 173가길 115 205호)","소재지변경(공릉로 38길 58-> 동일로 173가길 115 205호)","20171213","","112","20190116","","2016-01-28 17:30:46.0","2019-01-16 08:11:46.0","1","0","0","0","1","","1135010300","1135059500","1","492","3","서진프라자아파트"
"PHMB520193100034042500001","3100000","신고","소독업","영업중","한국위생방역협동조합","서울특별시 노원구 상계동 1110번지 두산아파트","02-938-2257","20190111","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활보건과 민원접수번호 201931000000017842호를 처리함","20190111","","","20190116","","2019-01-11 16:55:11.0","2019-01-16 08:12:50.0","1","0","0","0","1","","1135010500","1135063000","1","1110","","두산아파트"
"PHMB520123100034042500002","3100000","신고","소독업","영업중","인동종합관리(주)","서울특별시 노원구 중계본동 27번지","02-951-5220","20120615","상호 변경(인동크린 주식회사 -> 인동종합관리 주식회사)","상호변경","20130125","","제91호","20190529","","2012-06-15 18:33:15.0","2019-05-29 11:08:52.0","1","0","0","0","1","139854","1135010600","1135061900","1","27","",""
"PHMB520103100034042500008","3100000","신고","소독업","영업중","바퀴랑개미랑","서울특별시 노원구  450번지 교림노원프라자 B107호","02-930-3040","20101227","장소이전( 노원구 상계로7길 18  (상계동 우성아파트)   장소이전(노원구 상계로7길 18  (상계동 우성아파트202호) -> 노원구 한글비석로 444(상계동 교림노원프라자 B107호)","장소이전 신고","20140507","","제84호","20190529","","2010-12-27 09:57:20.0","2019-05-29 11:10:54.0","1","0","0","0","1","139820","1135010500","1135067000","1","450","","교림노원프라자 B107호"
"PHMB520103100034042500005","3100000","신고","소독업","영업중","(주)대경방제","서울특별시 노원구 상계2동 1054번지 5호","02-992-0625","20100722","소독업소개설신고 민원","전염병예방법 시행규칙 제20조의2의 규정에 따라 지역보건과 민원접수번호 201031000340001290호를 처리함","20100722","","","20190529","","2010-07-22 12:31:23.0","2019-05-29 11:11:40.0","1","0","0","0","1","139202","1135010500","1135064000","1","1054","5",""
"PHMB520103100034042500003","3100000","신고","소독업","영업중","비전기업","서울특별시 노원구 상계6.7동 731번지 4호 8층","02-6436-8132","20100312","소독업소개설신고 민원","전염병예방법 시행규칙 제20조의2의 규정에 따라 지역보건과 민원접수번호 201031000340000367호를 처리함","20100312","","","20190529","","2010-03-15 08:41:10.0","2019-05-29 11:11:59.0","1","0","0","0","1","139942","1135010500","1135069500","1","731","4","8층"
"PHMB520073100034042500001","3100000","신고","소독업","영업중","(주)센추리건설관리","서울특별시 노원구 상계동 77번지 51호 대림프라자 302호","02-933-7041","20071227","영업장소이전(노원구 상계2동 77-51 대림프라자302호","영업장소 이전","20090218","","58","20190529","","2009-02-18 14:09:05.0","2019-05-29 11:12:25.0","1","0","0","0","1","139810","1135010500","1135066500","1","77","51","대림프라자 302호"
"PHMB520063100034042500001","3100000","신고","소독업","영업중","(주)재우씨엔씨","서울특별시 노원구 하계1동 256번지 12호","02-971-3156","20061010","(주) 국민서비스에서 (주)재우씨엔씨","법인명 변경","20090406","","53","20190529","","2009-04-06 10:29:22.0","2019-05-29 11:13:08.0","1","0","0","0","1","139231","1135010400","1135061100","1","256","12",""
"PHMB520023100034042500001","3100000","신고","소독업","영업중","엑스터","서울특별시 노원구 중계본동 78번지 진로유통조합상가지층2.3호","02-936-6836","20021218","상호변경(바쿠119엑스터 : 엑스터)","상호변경","20090105","","36","20190529","","2009-01-05 11:37:28.0","2019-05-29 11:13:28.0","1","0","0","0","1","139855","1135010600","1135061900","1","78","","진로유통조합상가지층2.3호"
"PHMB520053100034042500002","3100000","신고","소독업","영업중","진명종합시스템(주)","서울특별시 노원구 상계동 1285번지 동아불암아파트 상가 224","","20050930","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20050930","","49","20190529","","2010-03-19 16:51:15.0","2019-05-29 11:22:48.0","1","0","0","0","1","139898","1135010500","1135066500","1","1285","","동아불암아파트 상가 224"
"PHMB520103100034042500004","3100000","신고","소독업","영업중","해맑음","서울특별시 노원구 상계동 1078번지 현대2차아파트상가 101호","02-949-6739","20100623","소독업소개설신고 민원","전염병예방법 시행규칙 제20조의2의 규정에 따라 지역보건과 민원접수번호 201031000340001113호를 처리함","20100623","","","20190116","","2010-06-23 10:32:41.0","2019-01-16 08:14:17.0","1","0","0","0","1","139893","1135010500","1135063000","1","1078","","현대2차아파트상가 101호"
"PHMB520143100034042500005","3100000","신고","소독업","영업중","그린하우스","서울특별시 노원구 월계동 37번지 12호","02-3292-1009","20121122","장소이전(중랑구 중랑천로 196-1(중화동) -> 노원구 화랑로47길 35 1층(월계동)","소독업변경신고","20141203","","제104호","20141204","","2012-11-22 10:49:04.0","2014-12-04 13:32:54.0","1","0","0","0","1","139840","1135010200","1135058000","1","37","12",""
"PHMB520183100034042500002","3100000","신고","소독업","영업중","더파인(The Fine)","서울특별시 노원구 상계동 169번지 210호 신흥빌딩 401-5호","","20180423","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201831000340000504호를 처리함","20180423","","122","20180423","","2018-04-23 17:04:50.0","2018-04-23 17:13:14.0","1","0","0","0","1","","1135010500","1135067000","1","169","210","신흥빌딩"
"PHMB520113100034042500002","3100000","신고","소독업","폐업","(주)휴빌스 복지 매니지먼트","서울특별시 노원구 공릉동 622번지 노원사회적경제지원센터 203호","","20110222","","","","20181212","제86호","20181212","20181212","2011-02-22 11:11:11.0","2018-12-12 16:23:36.0","1","0","0","0","1","","1135010300","1135059500","1","622","","노원사회적경제지원센터"
"PHMB520013100034042500001","3100000","신고","소독업","영업중","신산천","서울특별시 노원구 상계동 733번지 1호 광일빌딩","02-933-7333","20010724","업소명 대표자변경(법인->개인) 주소변경 면적변경","","20190423","","제30호","20190423","","2010-03-02 13:25:51.0","2019-04-23 15:04:05.0","1","0","0","0","1","","1135010500","1135069500","1","733","1","광일빌딩"
"PHMB520113100034042500003","3100000","신고","소독업","폐업","버민빌환경","서울특별시 노원구 상계2동 1309번지 한일유앤아이아파트 상가 101","","20110527","폐업신고 처리 : 2014.05.07자","폐업신고 처리","","20140507","제87호","20140507","20140507","2011-05-27 16:25:45.0","2014-05-07 11:34:33.0","1","0","0","0","1","139731","1135010500","1135063000","1","1309","","한일유앤아이아파트 상가 101"
"PHMB520143100034042500003","3100000","신고","소독업","영업중","해맑음보호작업시설","서울특별시 노원구 공릉동 323번지 15호 1층 해맑음보호작업시설","02-949-6739","20140619","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201431000340001378호를 처리함","20140619","","제102호","20140619","","2014-06-19 17:18:30.0","2014-06-19 17:25:19.0","1","0","0","0","1","139801","1135010300","1135059500","1","323","15","1층 해맑음보호작업시설"
"PHMB520023100034042500002","3100000","신고","소독업","영업중","(주)세명관리이엔지","서울특별시 노원구 상계1동 1118번지 42호","02-939-5445","20021111","법인대표자 변경(전:정정식 후:정영세)","법인대표자 변경(전:정정식 후:정영세)","20200309","","제35호","20200309","","2010-03-19 15:41:52.0","2020-03-09 17:32:11.0","1","0","0","0","1","139837","1135010500","1135063000","1","1118","42",""
"PHMB520133100034042500002","3100000","신고","소독업","영업중","(주)신화비엠씨","서울특별시 노원구 상계동 456번지 133호 3층","932-9997","20130416","2014.07.23자 소재지(사무실) 변경: 노원구 한글비석로52길 6 지층(상계5동)->노원구 한글비석로52길 6 3층(상계5동)","소재지 변경 신고","20140723","","제97호","20140724","","2013-04-16 16:09:06.0","2014-07-24 09:51:15.0","1","0","0","0","1","139815","1135010500","1135067000","1","456","133","3층"
"PHMB520123100034042500001","3100000","신고","소독업","폐업","우리시설관리센터","서울특별시 노원구 월계1동 476번지 23호","941-6594","20120112","폐업신고","","","20161227","제90호","20161227","20161227","2012-01-12 16:16:06.0","2016-12-27 17:35:17.0","1","0","0","0","1","139846","1135010200","1135056000","1","476","23",""
"PHMB520143100034042500001","3100000","신고","소독업","폐업","안티벅스","","","20140407","소독업 폐업","소독업 폐업 신고","","20141113","","20141113","20141113","2014-04-07 14:27:05.0","2014-11-13 16:58:57.0","1","0","0","0","1","","","","","","",""
"PHMB520153100034042500003","3100000","신고","소독업","영업중","(주)덕산안전관리","상계동 37번지 16호 상계대림프라자 306호","02-951-7287","20150402","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201531000340000745호를 처리함","20150402","","제108호","20150403","","2015-04-03 08:53:15.0","2015-04-03 10:12:55.0","1","0","0","0","1","139812","1135010500","","1","37","16","상계대림프라자 306호"
"PHMB520093100034042500008","3100000","신고","소독업","폐업","(주)일우개발","서울특별시 노원구 중계1동 445번지 염광아파트 상가동 B1920호","","20090623","소독업소 폐업 신고 처리","폐업","","20150803","","20150803","20150803","2009-06-25 08:25:44.0","2015-08-03 16:06:50.0","1","0","0","0","1","139927","1135010600","1135062100","1","445","","염광아파트 상가동 B1920호"
"PHMB520083100034042500001","3100000","신고","소독업","폐업","서울노원남부지역자활센터","서울특별시 노원구 월계1동 496번지 56호","941-6594","20080819","폐업신고","폐업","","20150526","61","20150526","20150526","2009-08-13 11:36:05.0","2015-05-26 21:32:54.0","1","0","0","0","1","139845","1135010200","1135056000","1","496","56",""
"PHMB520143100034042500002","3100000","신고","소독업","폐업","주식회사 디앤디바이오인터내셔날","서울특별시 노원구 중계동 311번지 경복빌딩 4층","02-930-2530","20140516","소독업 폐업","소독업 폐업 신고","","20150119","제 101호","20150119","20150119","2014-05-16 15:46:28.0","2015-01-19 14:24:47.0","1","0","0","0","1","139230","1135010600","1135062100","1","311","","경복빌딩 4층"
"PHMB520073100034042500002","3100000","신고","소독업","영업중","미진환경","서울특별시 노원구 상계동 1321번지 건영아파트","02-930-4646","20070629","소재지변경 면적변경","소재지변경","20190730","","제55호","20190730","","2009-10-21 14:39:22.0","2019-07-30 15:56:39.0","1","0","0","0","1","","1135010500","1135066500","1","1321","","건영아파트"
"PHMB520093100034042500012","3100000","신고","소독업","폐업","굿모닝 환경","서울특별시 노원구 하계1동 256번지 주공9단지아파트 제1상가105호","932-7185","20090914","","","","20190123","제72호","20190123","20190123","2009-09-14 11:54:30.0","2019-01-23 15:25:20.0","1","0","0","0","1","139779","1135010400","1135061100","1","256","","주공9단지아파트 제1상가105호"
"PHMB520163100034042500005","3100000","신고","소독업","영업중","하얀공간방역","","02-934-2317","20160401","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201631000340000640호를 처리함","20160401","","제114호","20160401","","2016-04-01 14:06:27.0","2016-04-01 14:09:47.0","1","0","0","0","1","","","","","","",""
"PHMB520173100034042500003","3100000","신고","소독업","영업중","클린앤캐치","서울특별시 노원구 상계동 581번지 55호","02-6494-0043","20170926","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201731000340001273호를 처리함","20170926","","제120호","20190116","","2017-09-26 17:22:59.0","2019-01-16 08:05:11.0","1","0","0","0","1","","1135010500","1135072000","1","581","55",""
"PHMB520103100034042500001","3100000","신고","소독업","폐업","(주)행복안전시스템","서울특별시 노원구 공릉1.3동 571번지 16호 연송빌딩4층402호","949-5215","20100111","","","","20160714","제77호","20160714","20160714","2010-01-11 11:11:17.0","2016-07-14 16:05:59.0","1","0","0","0","1","139807","1135010300","1135060500","1","571","16","연송빌딩4층402호"
"PHMB520163100034042500006","3100000","신고","소독업","영업중","스마일존","서울특별시 노원구 공릉동 382번지 22호","070-8623-3699","20160701","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201631000340001508호를 처리함","20160701","","115","20190529","","2016-07-01 12:45:42.0","2019-05-29 11:18:22.0","1","0","0","0","1","","1135010300","1135059500","1","382","22",""
"PHMB520163100034042500007","3100000","신고","소독업","영업중","안심공간 사람과 환경","서울특별시 노원구 상계동","02 -932-5007","20161201","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201631000340002666호를 처리함","20161201","","제116호","20161201","","2016-12-01 16:41:41.0","2016-12-01 16:47:43.0","1","0","0","0","1","","1135010500","1135067000","1","","",""
"PHMB520123100034042500004","3100000","신고","소독업","폐업","주식회사 친환경넘버원","서울특별시 노원구 상계동 173번지 1호 벽산아파트상가 109동 지18호","02-936-5757","20120829","","","","20181206","제93호","20181206","20181206","2012-08-29 18:21:48.0","2018-12-06 16:30:52.0","1","0","0","0","1","139748","1135010500","1135067000","1","173","1","벽산아파트상가"
"PHMB520083100034042500002","3100000","신고","소독업","폐업","(주)신화아이앤에스","서울특별시 노원구 공릉1.3동 382번지 15호","02-948-0545","20081212","","","","20190528","62","20190528","20190528","2010-03-19 17:21:14.0","2019-05-28 09:28:25.0","1","0","0","0","1","139801","1135010300","1135060500","1","382","15",""
"PHMB520203100034042500002","3100000","신고","소독업","영업중","그린F5","서울특별시 노원구 상계동 156번지 17호","","20180719","경기도 의정부시 범골로158번길 46 404호에서 서울 노원구 한글비석로24나길 18으로 소재지 변경","소재지 이전","20200302","","제92호","20200302","","2018-07-20 17:53:13.0","2020-03-02 21:51:17.0","1","0","0","0","1","","1135010500","1135067000","1","156","17",""
"PHMB520163100034042500001","3100000","신고","소독업","영업중","서울노원남부지역자활센터","서울특별시 노원구 공릉동 584번지 10호 연세빌딩","02-941-6594","20160108","대표자변경(목영자->김영희) 소재지변경","","20190702","","제111호","20190702","","2016-01-11 08:56:31.0","2019-07-02 11:12:54.0","1","0","0","0","1","","1135010300","1135059500","1","584","10","연세빌딩"
"PHMB520173100034042500004","3100000","신고","소독업","영업중","(주)신화비엠씨","서울특별시 노원구 상계동 456번지 133호","02-932-9997","20130416","소재지변경(강원도 태백시 황지로 89->한글비석로 52길6)","소재지변경(강원도 태백시 황지로 89->한글비석로 52길6)","20171129","","제97호","20190314","","2013-04-16 16:09:06.0","2019-03-14 14:24:58.0","1","0","0","0","1","","1135010500","1135067000","1","456","133",""
"PHMB520143100034042500004","3100000","신고","소독업","폐업","(주)토마토세븐씨앤알","서울특별시 노원구 공릉동 568번지 1호 3층","02-979-7412","20140821","","","","20180503","제103호","20180503","20180503","2014-08-21 17:38:28.0","2018-05-03 18:11:59.0","1","0","0","0","1","139241","1135010300","1135059500","1","568","1","3층"
"PHMB520193100034042500004","3100000","신고","소독업","영업중","해충박사","서울특별시 노원구 공릉동 645번지 19호","070-7776-4695","20190704","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활보건과 민원접수번호 201931000000312697호를 처리함","20190704","","","20190704","","2019-07-04 15:49:51.0","2019-07-04 15:49:51.0","1","0","0","0","1","","1135010300","1135060000","1","645","19",""
"PHMB520183100034042500001","3100000","신고","소독업","영업중","휴빌스 하우징 종합관리","서울특별시 노원구 공릉동 591번지 1호","02-3391-7708","20180116","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201831000340000066호를 처리함","20180116","","제121호","20190116","","2018-01-16 17:35:21.0","2019-01-16 08:06:59.0","1","0","0","0","1","","1135010300","1135059500","1","591","1",""
"PHMB520123100034042500005","3100000","신고","소독업","폐업","에스에이치티엠자주종합관리(주)","서울특별시 노원구 중계4동 434번지 2호  현대종합상가 1층 110호","02-6402-1119","20120927","","","","20180323","94","20180323","20180323","2012-09-27 11:49:26.0","2018-03-23 17:22:22.0","1","0","0","0","1","139859","1135010600","1135062400","1","434","2","현대종합상가 1층 110호"
"PHMB520203100034042500006","3100000","신고","소독업","영업중","K-방역단","서울특별시 노원구 상계동 437 옷수선 1층","","20200630","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활보건과 민원접수번호 202031000340002104호를 처리함","20200630","","","20200630","","2020-06-30 17:44:21.0","2020-06-30 17:44:21.0","1","0","0","0","1","","1135010500","1135067000","1","437","","옷수선 1층"
"PHMB520113100034042500004","3100000","신고","소독업","영업중","(주)대주지에스","서울특별시 노원구 공릉동 379번지 34호 동욱빌딩2층","02-938-9545","20110615","대표자변경(정화찬->정화려)","대표자변경(정화찬->정화려)","20200106","","제88호","20200106","","2011-06-16 09:15:17.0","2020-01-06 15:50:56.0","1","0","0","0","1","","1135010300","1135059500","1","379","34","동욱빌딩2층"
"PHMB520093100034042500004","3100000","신고","소독업","영업중","(주)세스코 서울북부지사","서울특별시 노원구 상계동 1132번지 63호 대성빌딩","02-932-3234","20090417","대표자변경 전순표 전찬혁->전찬혁","","20170316","","제66호","20190401","","2009-04-20 13:15:09.0","2019-04-01 10:29:06.0","1","0","0","0","1","","1135010500","1135063000","1","1132","63","대성빌딩"
"PHMB520003100034042500001","3100000","신고","소독업","영업중","(주)21세기매니지먼트","서울특별시 노원구 상계동 321번지 57호","02-931-8880","20000215","업소명칭변경: (주)21세기토탈관리->(주)21세기매니지먼트","업소명칭변경: (주)21세기토탈관리->(주)21세기매니지먼트","20160311","","제20호","20190813","","2010-03-19 14:55:16.0","2019-08-13 11:59:16.0","1","0","0","0","1","","1135010500","1135064000","1","321","57",""
"PHMB520133100034042500003","3100000","신고","소독업","영업중","캐치벅스(CATCH BUGS)","서울특별시 노원구 상계동 450번지 교림노원프라자 121호","02-2208-0243","20130814","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활건강과 민원접수번호 201331000340001711호를 처리함","20130814","","제98호","20190529","","2013-08-14 10:49:29.0","2019-05-29 11:06:33.0","1","0","0","0","1","","1135010500","1135067000","1","450","","교림노원프라자"
"PHMB520183100034042500004","3100000","신고","소독업","영업중","그린F5노원점","서울특별시 노원구 상계동 450번지 교림노원프라자 307-1호","02-1800-1785","20181005","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 생활보건과 민원접수번호 201831000000468292호를 처리함","20181005","","","20190729","","2018-10-05 14:48:44.0","2019-07-29 13:33:51.0","1","0","0","0","1","","1135010500","1135067000","1","450","","교림노원프라자"
"PHMB520003100034042500002","3100000","신고","소독업","영업중","(주)한빛티에스","서울특별시 노원구 공릉동 382번지 15호","02-971-6636","20001114","소재지변경","","20180129","","23","20181130","","2010-03-19 16:21:05.0","2018-11-30 10:07:57.0","1","0","0","0","1","","1135010300","1135059500","1","382","15",""
