"인허가번호","시군구코드","신청분류코드","업무구분코드","운영상태코드","업소명","주소","전화번호","인허가일자","인허가내용","인허가사유내용","신고일자","준공일자","시군구인허가번호","삭제일자","취소일자","최초등록시점","최종수정시점","대상일련번호","대표자조직관리ID","조직관리ID","상위조직관리ID","조직비조직구분코드","우편번호","지역코드","행정동코드","산","번지","호","특수주소"
"PHMB520073230034042500011","3230000","신고","소독업","영업중","경기관리(주)","서울특별시 송파구 송파동 19번지 5호 남경빌딩 301호","02)420-2234","20071029","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20071029","","제110호","20090105","","2009-01-05 12:38:32.0","2009-01-05 12:40:48.0","1","","","","1","138848","1171010400","1171058000","1","19","5","남경빌딩 301호"
"PHMB520073230034042500012","3230000","신고","소독업","영업중","아롬텍","서울특별시 송파구 문정동 125번지 (지하1층)","02)406-8219","20071123","신고사항 변경신고(종사자변경).▦[변경전: 유상훈이상철-> 변경후: 이상철]","종사자(유상훈) 퇴사","20090105","","제111호","20090105","","2009-01-05 12:47:01.0","2009-01-05 14:30:58.0","1","0","0","0","1","138200","1171010800","1171064600","1","125","","(지하1층)"
"PHMB520073230034042500013","3230000","신고","소독업","영업중","성수기업사","서울특별시 송파구 방이동 71번지 2호 서봉빌딩 201호","02)412-2367","20071126","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20071126","","제112호","20090105","","2009-01-05 12:56:05.0","2009-01-05 12:59:34.0","1","","","","1","138829","1171011100","1171056200","1","71","2","서봉빌딩 201호"
"PHMB520073230034042500014","3230000","신고","소독업","영업중","삼디(3D)뱅크","서울특별시 송파구 송파동 118번지 8호 (104호)","02)420-0870","20071224","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20071124","","제114호","20090105","","2009-01-05 13:05:46.0","2009-01-05 13:06:44.0","1","","","","1","138851","1171010400","1171058000","1","118","8","(104호)"
"PHMB520083230034042500001","3230000","신고","소독업","영업중","(주)피엔제이관리공사","서울특별시 송파구 석촌동 282번지 2호 서경빌딩(3층)","02)588-3818","20080609","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20080609","","제116호","20090107","","2009-01-07 09:52:55.0","2009-01-07 09:55:05.0","1","","","","1","138847","1171010500","1171060000","1","282","2","서경빌딩(3층)"
"PHMB520083230034042500003","3230000","신고","소독업","영업중","(주)케이티파워텍","서울특별시 송파구 석촌동 156번지 정현빌딩 301호","02)859-6262","20080717","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20080717","","제118호","20090107","","2009-01-07 10:05:09.0","2009-01-07 10:06:06.0","1","","","","1","138843","1171010500","1171060000","1","156","","정현빌딩 301호"
"PHMB520083230034042500004","3230000","신고","소독업","영업중","(주)동경엠앤에스","서울특별시 송파구 석촌동 23번지 2호 대정빌딩(2층)","02)420-7112","20080722","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20080722","","제119호","20090107","","2009-01-07 10:13:51.0","2009-01-07 10:15:13.0","1","","","","1","138842","1171010500","1171060000","1","23","2","대정빌딩(2층)"
"PHMB520083230034042500008","3230000","신고","소독업","영업중","(주)용우테크","서울특별시 송파구 가락동 186번지 9호 (1층)","02)839-2686","20081205","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20081205","","제123호","20090107","","2009-01-07 10:54:09.0","2009-01-07 10:54:51.0","1","","","","1","138812","1171010700","1171063200","1","186","9","(1층)"
"PHMB520093230034042500001","3230000","신고","소독업","영업중","(주)탑코리아디앤씨","서울특별시 송파구 송파동 8번지 2호 신천빌딩 3층","02)3442-4248","20090204","소독업소개설신고 민원","전염병예방법 시행규칙 제20조의2의 규정에 따라 건강증진과 민원접수번호 200932300000019761호를 처리함","20090204","","","20090205","","2009-02-05 13:01:28.0","2009-02-05 13:01:28.0","1","0","0","0","1","138170","1171010400","1171058000","1","8","2","신천빌딩 3층"
"PHMB520053230034042500006","3230000","신고","소독업","영업중","(주)우상이엔티","서울특별시 송파구 문정동 37번지 7호 태성빌딩 202호","02)443-8360","20051212","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20051212","","제91호","20090109","","2009-01-09 10:53:43.0","2009-01-09 10:57:17.0","1","","","","1","138200","1171010800","1171064100","1","37","7","태성빌딩 202호"
"PHMB520063230034042500004","3230000","신고","소독업","영업중","좋은생활환경","서울특별시 송파구 삼전동 178번지 1호 지하1층","02)522-8678","20061206","신고번호 수정(제98호 -> 제35호)","소독업신고증 서환교부","20101129","","제35호","20160715","","2009-01-08 13:16:39.0","2016-07-15 19:49:57.0","1","0","0","0","1","138841","1171010600","1171061000","1","178","1","지하1층"
"PHMB520063230034042500002","3230000","신고","소독업","영업중","(주)새미래친환경","서울특별시 송파구 오금동 154번지 15호 (1층)","02)409-1477","20060313","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20060313","","제94호","20090108","","2009-01-08 11:30:04.0","2009-01-08 11:32:30.0","1","","","","1","138860","1171011200","1171057000","1","154","15","(1층)"
"PHMB520073230034042500002","3230000","신고","소독업","영업중","이원방재(주)","서울특별시 송파구 방이동 106번지 (201호)","02)414-7052","20070319","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20070319","","제101호","20090105","","2009-01-05 09:58:01.0","2009-01-05 10:01:09.0","1","","","","1","138829","1171011100","1171056200","1","106","","(201호)"
"PHMB520073230034042500004","3230000","신고","소독업","영업중","신광환경건설산업","서울특별시 송파구 방이동 226번지 1호 고려빌딩(4층)","02)423-8445","20070328","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20070328","","제103호","20090105","","2009-01-05 10:15:26.0","2009-01-05 10:16:43.0","1","","","","1","138836","1171011100","1171056100","1","226","1","고려빌딩(4층)"
"PHMB520073230034042500006","3230000","신고","소독업","영업중","(주)엔오에이씨앤씨","서울특별시 송파구 송파동 108번지 10호 동양빌딩 203호","02)713-0936","20070627","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20070627","","제105호","20090105","","2009-01-05 10:40:49.0","2009-01-05 10:42:32.0","1","","","","1","138851","1171010400","1171058000","1","108","10","동양빌딩 203호"
"PHMB520073230034042500008","3230000","신고","소독업","영업중","(주)데이지관리","서울특별시 송파구 문정동 81번지 6호 (2층)","02)443-7400","20070727","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20070727","","제107호","20090105","","2009-01-05 11:24:47.0","2009-01-05 11:26:08.0","1","","","","1","138200","1171010800","1171064600","1","81","6","(2층)"
"PHMB520073230034042500010","3230000","신고","소독업","영업중","(주)다솔에스엠","서울특별시 송파구 문정동 99번지 12호 그린빌딩(4층)","02)407-3946","20070809","소독업소 초기자료 등록","전염병예방법 시행규칙 제20조의2의 규정에 따라 처리된 대장정보를 초기자료 등록 함.","20070809","","제109호","20090105","","2009-01-05 12:29:12.0","2009-01-05 12:34:02.0","1","","","","1","138200","1171010800","1171064600","1","99","12","그린빌딩(4층)"
"PHMB520203230034042500002","3230000","신고","소독업","영업중","(주)경쓰","서울특별시 송파구 가락동 79번지 5호 밀리아나2차오피스텔","02-555-0444","20200214","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 202032300000264124호를 처리함","20200214","","","20200214","","2020-02-14 18:31:17.0","2020-02-14 18:31:17.0","1","0","0","0","1","","1171010700","1171062000","1","79","5","밀리아나2차오피스텔"
"PHMB520113230034042500005","3230000","신고","소독업","폐업","(주)세스코 송파지사","서울특별시 송파구 풍납2동 269번지 10호 무성빌딩 2층","02-482-8011","20110719","소독업폐업","소독업폐업- 타시군구 이전(하남시)","","20190417","제70호","20190417","20190417","2011-07-19 17:08:36.0","2019-04-17 15:28:34.0","1","0","0","0","1","138874","1171010300","1171052000","1","269","10","무성빌딩 2층"
"PHMB520153230034042500003","3230000","신고","소독업","폐업","이엠자연","","02-418-0197","20150518","","","","20150909","","20150909","20150909","2015-05-18 17:58:28.0","2015-09-09 13:29:13.0","1","0","0","0","1","","","","","","",""
"PHMB520073230034042500007","3230000","신고","소독업","폐업","(주)파란종합관리","서울특별시 송파구 가락2동 180번지 8호 4층","02)401-3883","20070629","폐업","업종정리","","20191127","제40호","20191127","20191127","2009-01-05 11:15:37.0","2019-11-27 09:59:43.0","1","0","0","0","1","138812","1171010700","1171063200","1","180","8","4층"
"PHMB520203230034042500006","3230000","신고","소독업","영업중","(주)자산관리재무","서울특별시 송파구 문정동 62번지 3호 다인빌딩 301호","02-3432-0225","20200327","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 202032300000489012호를 처리함","20200327","","","20200327","","2020-03-27 22:35:53.0","2020-03-27 22:35:53.0","1","0","0","0","1","","1171010800","1171064100","1","62","3","다인빌딩"
"PHMB520043230034042500002","3230000","신고","소독업","영업중","한국월드그린","","02)412-0135","20040416","신고사항변경신고[소재지변경]   [변경전: 송파구 오금로20길 6 광명빌딩 지하1층(송파동)]   [변경후: 송파구 오금로17길 8 지층(방이동)]","소재지변경","20161121","","제27호","20161121","","2009-01-09 11:14:41.0","2016-11-21 12:16:19.0","1","0","0","0","1","","","","","","",""
"PHMB520103230034042500016","3230000","신고","소독업","영업중","향우종합관리(주)","서울특별시 송파구 신천동 7번지 29호 향군타워","02-417-9391","20100506","주소변경","6층에서 7층으로 변경","20181203","","","20181204","","2014-02-28 16:01:57.0","2018-12-04 09:11:25.0","1","0","0","0","1","","1171010200","1171071000","1","7","29","향군타워"
"PHMB520143230034042500001","3230000","신고","소독업","폐업","웰빙팜스(주) 송파지점","","024883329","20140103","","","","20170414","제92호","20170414","20170414","2014-01-03 18:51:15.0","2017-04-14 09:50:05.0","1","0","0","0","1","","","","","","",""
"PHMB520163230034042500002","3230000","신고","소독업","영업중","(주)더블유에프텍","","02-418-0012","20160614","소독업종사자 추가","소독업종사자 추가","20160614","","","20170125","","2016-06-14 17:59:50.0","2017-01-25 09:31:19.0","1","0","0","0","1","","","","","","",""
"PHMB520083230034042500002","3230000","신고","소독업","영업중","프런티어엠","서울특별시 송파구 풍납동 505번지 1호 송원재 지하1층 101 호","02)703-9947","20080710","신고사항변경신고(소재지변경).   [변경전: 송파구 한가람로 406 1층 101호109호(풍납동 현대아파트상가동)]   [변경후: 송파구 올림픽로 537-23 지하1층 B101호(풍납동 송원재)]","소재지 이전","20190801","","제43호","20190801","","2009-01-07 10:00:15.0","2019-08-01 13:51:18.0","1","0","0","0","1","","1171010300","1171052000","1","505","1","송원재 지하1층"
"PHMB520153230034042500002","3230000","신고","소독업","영업중","(주)강동그린텍","","070-4849-5427","20150403","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201532300000278962호를 처리함","20150403","","","20150531","","2015-04-03 16:32:30.0","2015-05-31 14:06:15.0","1","0","0","0","1","","","","","","",""
"PHMB520093230034042500007","3230000","신고","소독업","영업중","(주)태인이앤지","서울특별시 송파구 장지동 116번지 9호 401호","02-443-4532","20090827","신고사항변경신고(사무실 및 창고 변경).  [변경전: 송파구 송이로31길 4-14 (401호) - 사무실:15.99㎡ 창고:8.62㎡]  [변경후: 송파구 송이로31길 4-14 (401호) - 사무실:19.72㎡ 창고:15.99㎡]","사무실 및 창고 변경","20130128","","제52호","20160715","","2009-08-27 13:22:52.0","2016-07-15 19:07:53.0","1","0","0","0","1","138870","1171010900","1171064600","1","116","9","401호"
"PHMB520093230034042500005","3230000","신고","소독업","영업중","(주)에코미스트","서울특별시 송파구 송파동 138번지 6호 2층","02-414-0132","20090630","","","20151204","","제50호","20160715","","2009-06-30 18:08:38.0","2016-07-15 19:10:33.0","1","0","0","0","1","","1171010400","1171058000","1","138","6","2층"
"PHMB520103230034042500001","3230000","신고","소독업","폐업","(주)가온비에스","서울특별시 송파구 가락본동 91번지 5호 부성빌딩 601호","02-408-3339","20100108","2016.7.4 자진폐업","","","20160704","제55호","20160704","20160704","2010-01-08 17:35:25.0","2016-07-04 17:22:01.0","1","0","0","0","1","138804","1171010700","1171062000","1","91","5","부성빌딩 601호"
"PHMB520203230034042500011","3230000","신고","소독업","영업중","참좋은환경송파","서울특별시 송파구 오금동 70번지 201호","","20200619","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 202032300000906339호를 처리함","20200619","","","20200619","","2020-06-19 17:43:22.0","2020-06-19 17:43:22.0","1","0","0","0","1","","1171011200","1171057000","1","70","",""
"PHMB520203230034042500004","3230000","신고","소독업","영업중","청솔시스템(주)","서울특별시 송파구 거여동 5번지 19호 명산복합주택 104호","02-477-3478","20200306","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 202032300000369469호를 처리함","20200306","","","20200306","","2020-03-06 16:35:57.0","2020-03-06 16:35:57.0","1","0","0","0","1","","1171011300","1171053200","1","5","19","명산복합주택"
"PHMB520103230034042500011","3230000","신고","소독업","폐업","그린웰빙건축사사무소(주)","서울특별시 송파구 잠실본동 310번지 103호","02-425-0585","20100812","2013.12.26 자진폐업","","","","제62호","20151117","20131226","2010-08-12 17:23:41.0","2015-11-17 20:25:22.0","1","0","0","0","1","138865","1171010100","1171065000","1","310","","103호"
"PHMB520083230034042500006","3230000","신고","소독업","","(주)비에프디","서울특별시 송파구 송파1동 84번지 5호 4층 1호","02-2042-7501","20080911","","","20140818","","제45호","20140818","","2009-01-07 10:31:05.0","2014-08-18 17:30:02.0","1","0","0","0","1","138850","1171010400","1171058000","1","84","5","4층 1호"
"PHMB520193230034042500005","3230000","신고","소독업","영업중","그린F5송파영업본부","서울특별시 송파구 송파동 121번지 한양아파트상가 43호","02-422-4377","20191216","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201932300001360381호를 처리함","20191216","","","20191216","","2019-12-16 18:03:05.0","2019-12-16 18:03:05.0","1","0","0","0","1","","1171010400","1171058000","1","121","","한양아파트상가"
"PHMB520193230034042500006","3230000","신고","소독업","영업중","(주)바이탈오투","서울특별시 송파구 가락동 111번지 27호 경복빌딩","02-402-9400","20191216","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201932300001360372호를 처리함","20191216","","","20191216","","2019-12-16 18:03:14.0","2019-12-16 18:03:14.0","1","0","0","0","1","","1171010700","1171062000","1","111","27","경복빌딩"
"PHMB520113230034042500003","3230000","신고","소독업","영업중","(주)태경서비스","","02-421-2118","20110421","신고사항변경신고(소재지)  [변경전-송파구 가락로42길 121층 3호(방이동)]  [변경후-송파구 백제고분로48길 4-27 101호(방이동)]","소재지이전","20151222","","제68호","20151222","","2011-04-22 14:56:44.0","2015-12-22 16:33:21.0","1","0","0","0","1","","","","","","",""
"PHMB520073230034042500001","3230000","신고","소독업","영업중","상록환경플러스","서울특별시 송파구 풍납동 404번지 (2층)","02)482-2869","20070126","신고사항변경신고(상호 및 대표자 변경). 변경전: 상호- 상록환경 / 대표자-권혁창 변경후: 상호- 상록환경플러스 / 대표자- 최현수","상호 및 대표자 변경","20140925","","제36호","20140925","","2009-01-05 09:44:33.0","2014-09-25 15:33:29.0","1","0","0","0","1","138879","1171010300","1171052000","1","404","","(2층)"
"PHMB520053230034042500004","3230000","신고","소독업","폐업","(주)토탈씨엠에스에이전시","서울특별시 송파구 거여1동 135번지 31호","02)418-0700","20050808","","","","20141016","제30호","20141016","20141016","2009-01-09 10:32:45.0","2014-10-16 14:40:42.0","1","0","0","0","1","138813","1171011300","1171053100","1","135","31",""
"PHMB520023230034042500002","3230000","신고","소독업","폐업","(주)지혜개발","서울특별시 송파구 송파2동 103번지 31호 예빌딩 201호","02)423-3961","20020708","","","","20140703","제22호","20140703","20140703","2009-01-09 11:50:35.0","2014-07-03 10:12:21.0","1","0","0","0","1","138854","1171010400","1171059000","1","103","31","예빌딩 201호"
"PHMB520133230034042500001","3230000","신고","소독업","","(주)지에스비","서울특별시 송파구 잠실본동 175번지 14호 두성빌딩 7층","1644-7030","20130115","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201332300000022233호를 처리함","20150730","","","20150730","","2013-01-15 16:40:32.0","2015-07-30 16:23:30.0","1","0","0","0","1","138861","1171010100","1171065000","1","175","14","두성빌딩 7층"
"PHMB520063230034042500003","3230000","신고","소독업","폐업","(주)수호원","서울특별시 송파구 가락본동 99번지 3호 제일오피스텔 616호","02)402-3071","20061023","소독업폐업신고","","","20170703","제34호","20170703","20170703","2009-01-08 11:41:40.0","2017-07-03 15:58:39.0","1","0","0","0","1","138715","1171010700","1171062000","1","99","3","제일오피스텔 616호"
"PHMB520073230034042500003","3230000","신고","소독업","폐업","믿음사","","02-423-7633","20070327","자진폐업","자진폐업","","20160216","제37호","20160216","20160216","2009-01-05 10:05:53.0","2016-02-16 10:46:34.0","1","0","0","0","1","","","","","","",""
"PHMB520163230034042500001","3230000","신고","소독업","폐업","모스서비스(MOS SERVICE)","","","20160216","폐업","사업장폐업","","20181211","","20181211","20181211","2016-02-16 16:22:34.0","2018-12-11 17:31:41.0","1","0","0","0","1","","","","","","",""
"PHMB520033230034042500001","3230000","신고","소독업","영업중","현대환경설비(주)","서울특별시 송파구 문정동 80번지 3호 지하1층","02)407-2222","20010321","신고사항 변경신고(소재지변경)  [변경전: 송파구 새말로10길 17-4 1층(문정동)  → 변경후: 송파구 새말로10길 17-4 지하1층(문정동)]","소재지변경","20190123","","제2호","20190123","","2009-01-02 15:01:50.0","2019-01-23 17:28:55.0","1","0","0","0","1","","1171010800","1171064600","1","80","3","지하1층"
"PHMB520103230034042500014","3230000","신고","소독업","폐업","(주)영구관리","","1577-0963","20100930","폐업","실적이 없음","","20181211","제64호","20181211","20181211","2010-09-30 14:16:40.0","2018-12-11 17:32:07.0","1","0","0","0","1","","","","","","",""
"PHMB520013230034042500001","3230000","신고","소독업","","동산종합관리","서울특별시 송파구 잠실동 328번지 5호 (3층)","02)417-6945","20010929","신고번호 수정(제65호 -> 제21호)","소독업신고증 서환교부","20140704","","제21호","20140704","","2009-01-09 13:19:25.0","2014-07-04 18:20:52.0","1","0","0","0","1","","1171010100","1171065000","1","328","5","(3층)"
"PHMB520143230034042500004","3230000","신고","소독업","영업중","(주)현대환경산업","","592-0090","19990917","신고사항변경신고(소재지변경)   [변경전: 송파구 성내천로8길 9 지하1층(오금동)]   [변경후: 송파구 오금로 474 지층1호(거여동)]","소재지 이전","20161123","","96","20161123","","2008-12-23 16:35:25.0","2016-11-23 18:43:05.0","1","0","0","0","1","","","","","","",""
"PHMB520133230034042500002","3230000","신고","소독업","폐업","(주)토우에스이엠","서울특별시 송파구 석촌동 287번지 2호 서도빌딩 4층","070-4010-3025","20130409","자진폐업","","","20160708","","20160708","20160708","2013-04-09 11:42:38.0","2016-07-08 16:54:15.0","1","0","0","0","1","138847","1171010500","1171060000","1","287","2","서도빌딩 4층"
"PHMB520173230034042500009","3230000","신고","소독업","영업중","(주)파란실업","","02-404-7472","20170901","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201732300000670895호를 처리함","20170901","","","20191125","","2017-09-03 08:53:24.0","2019-11-25 17:53:50.0","1","0","0","0","1","","","","","","",""
"PHMB520133230034042500005","3230000","신고","소독업","폐업","유한회사 한국보안공사","서울특별시 송파구 방이2동 110번지 13호 4층","02-3432-5799","20131128","","","","20140523","","20140523","20140523","2013-11-28 17:56:37.0","2014-05-23 11:25:03.0","1","0","0","0","1","138830","1171011100","1171056200","1","110","13","4층"
"PHMB520173230034042500010","3230000","신고","소독업","폐업","(주)매직파트너스","서울특별시 송파구 문정동 39번지","","20171011","폐업","경영상 악화로인한 폐업","","","","20181212","20181211","2017-10-11 18:00:03.0","2018-12-12 10:21:59.0","1","0","0","0","1","","1171010800","1171064100","1","39","",""
"PHMB520143230034042500005","3230000","신고","소독업","폐업","(주)케어스","","1688-0799","20140619","자진폐업","자진폐업","","20151207","","20151207","20151207","2014-06-19 17:14:47.0","2015-12-07 15:31:22.0","1","0","0","0","1","","","","","","",""
"PHMB520173230034042500011","3230000","신고","소독업","영업중","(주)청우티에스","서울특별시 송파구 거여동 21번지 11호","02-734-1181","20120515","신고사항변경신고(시설변경: 창고 소재지 및 사무실 면적 변경)   [변경전: 사무실- 송파구 오금로 489 7층 (거여동 솔렌시아타워) / 면 적: 160.7㎡            창 고- 송파구 오금로 522 지하1층 (거여동) / 면 적: 131.73㎡]   [변경후: 사무실- 송파구 오금로 489 7층 (거여동 솔렌시아타워) / 면 적: 162.02㎡            창  고- 송파구 오금로 489 7층 (거여동 솔렌시아타워) / 면 적: 7.26㎡ ]","신고사항변경신고(시설변경: 창고 소재지 및 사무실 면적 변경)","20191223","","","20191223","","2012-05-15 17:48:00.0","2019-12-23 17:39:57.0","1","0","0","0","1","","1171011300","1171053100","1","21","11",""
"PHMB520133230034042500004","3230000","신고","소독업","영업중","다원CS","서울특별시 송파구 거여동 290번지 1호 세신거여종합상가 312호","070-7565-6999","20131125","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 건강증진과 민원접수번호 201332300000618161호를 처리함","20131125","","","20190620","","2013-11-25 16:22:30.0","2019-06-20 15:10:32.0","1","0","0","0","1","138110","1171011300","1171053200","1","290","1","세신거여종합상가"
