"인허가번호","시군구코드","신청분류코드","업무구분코드","운영상태코드","업소명","주소","전화번호","인허가일자","인허가내용","인허가사유내용","신고일자","준공일자","시군구인허가번호","삭제일자","취소일자","최초등록시점","최종수정시점","대상일련번호","대표자조직관리ID","조직관리ID","상위조직관리ID","조직비조직구분코드","우편번호","지역코드","행정동코드","산","번지","호","특수주소"
"PHMB520083030033042500001","3030000","신고","소독업","영업중","대한민국재향군인회","서울특별시 성동구 성수1가1동 656번지 75호","416-9632","20080111","대표자 변경(박용옥 -> 김진호)","대표자 변경","20170907","","29","20170907","","2009-11-13 13:22:05.0","2017-09-07 13:37:02.0","1","0","0","0","1","133111","1120011400","1120066000","1","656","75",""
"PHMB520133030033042500003","3030000","신고","소독업","폐업","(주)동원 C&S","","02-2210-4898","20130619","","","","20170330","","20170330","20170330","2013-06-20 18:16:50.0","2017-03-30 16:52:00.0","1","0","0","0","1","","","","","","",""
"PHMB520183030033042500003","3030000","신고","소독업","영업중","빌딩케어관리","서울특별시 성동구 성수동2가 273번지 10호 풍림테크원","","20180417","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 201830300000180244호를 처리함","20180417","","","20180920","","2018-04-17 16:57:39.0","2018-09-20 16:03:32.0","1","0","0","0","1","","1120011500","1120067000","1","273","10","풍림테크원"
"PHMB520133030033042500004","3030000","신고","소독업","영업중","서운에스엠주식회사","","02-2246-0663","20130723","","","20130723","","49","20151008","","2013-07-23 18:08:38.0","2015-10-08 13:37:17.0","1","0","0","0","1","","","","","","",""
"PHMB520183030033042500001","3030000","신고","소독업","폐업","대한민국 특전사동지회 환경개선단","","","20180104","소독업 폐업","사업장 이전으로 소독업 폐업","","","","20180426","20180426","2018-01-04 14:36:31.0","2018-04-26 12:44:13.0","1","0","0","0","1","","","","","","",""
"PHMB520123030033042500001","3030000","신고","소독업","폐업","우청개발(주)","서울특별시 성동구 마장동 771번지 7호","2296-5090","20120511","소독업 폐업신고","소독업 폐업신고","","","","20180625","20171204","2012-05-11 17:59:28.0","2018-06-25 10:33:48.0","1","0","0","0","1","133815","1120010500","1120054000","1","771","7",""
"PHMB520203030033042500009","3030000","신고","소독업","영업중","한국방역협회 사업지원단","서울특별시 성동구 성수동2가 273번지 24호 대한빌딩 604호","02-467-7630","20200521","상호변경  -변경전: 사단법인 한국방역협회 사업지원단  -변경후: 한국방역협회 사업지원단","명칭변경(성동세무서 권고)","20200523","","","20200524","","2020-05-21 10:25:51.0","2020-05-24 09:13:22.0","1","0","0","0","1","","1120011500","1120069000","1","273","24","대한빌딩"
"PHMB520013030033042500001","3030000","신고","소독업","영업중","(주)엠앤에스엔터프라이즈","서울특별시 성동구 성수1가1동 400번지 1호","498-7106","20010723","","","20150908","","9","20151014","","2010-05-12 10:58:53.0","2015-10-14 16:45:43.0","1","0","0","0","1","133820","1120011400","1120065000","1","400","1",""
"PHMB520103030033042500005","3030000","신고","소독업","영업중","부림위생(주)","서울특별시 성동구 왕십리2동 975번지 29호 지하1층","842-6125","20101216","종사자 변경","","20130201","","38","20151019","","2010-12-17 16:07:50.0","2015-10-19 13:46:29.0","1","0","0","0","1","133858","1120010200","1120052000","1","975","29","지하1층"
"PHMB520133030033042500001","3030000","신고","소독업","영업중","(주)소낙스앤인","서울특별시 성동구 성수동2가 277번지 17호 성수아카데미타워 315호","1644-7644","20130319","","","20150617","","","20151013","","2013-03-20 11:31:24.0","2015-10-13 10:02:32.0","1","0","0","0","1","133728","1120011500","1120069000","1","277","17","성수아카데미타워 315호"
"PHMB520173030033042500003","3030000","신고","소독업","영업중","주식회사 동행","서울특별시 강북구 미아동 1353번지 SK북한산시티아파트","02-719-9451","20171031","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 201730300000351966호를 처리함","20171031","","","20171031","","2017-10-31 11:00:39.0","2017-10-31 11:00:39.0","1","0","0","0","1","","1130510100","1130553500","1","1353","","SK북한산시티아파트"
"PHMB520133030033042500005","3030000","신고","소독업","영업중","일신기업","서울특별시 성동구 행당2동 317번지 31호 2층","","20130823","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 201330300000218221호를 처리함","20130823","","","20151013","","2013-08-25 10:59:12.0","2015-10-13 11:06:19.0","1","0","0","0","1","133868","1120010700","1120056000","1","317","31","2층"
"PHMB520033030033042500001","3030000","신고","소독업","영업중","서울방역","서울특별시 성동구 홍익동 150번지 4층","","20030320","소재지변경","이사","20130814","","16","20151013","","2010-05-12 11:13:11.0","2015-10-13 11:08:15.0","1","0","0","0","1","133880","1120010300","1120053500","1","150","","4층"
"PHMB520113030033042500004","3030000","신고","소독업","영업중","대양환경공사","서울특별시 성동구 하왕십리동 990번지 한신무학아파트 상가 205호","474-5556","20111005","","","20111227","","","20151018","","2011-10-05 13:21:22.0","2015-10-18 10:07:30.0","1","0","0","0","1","133855","1120010200","","1","990","","한신무학아파트 상가 205호"
"PHMB520083030033042500002","3030000","신고","소독업","영업중","(주)덕정환경","서울특별시 성동구 왕십리2동 990번지 한신무학아파트상가 108호","2297-3222","20080829","새주소 변경","","20111227","","30","20151018","","2010-05-12 13:56:48.0","2015-10-18 10:09:41.0","1","0","0","0","1","133858","1120010200","1120052000","1","990","","한신무학아파트상가 108호"
"PHMB520203030033042500004","3030000","신고","소독업","영업중","미래네트웍스","서울특별시 성동구 용답동 234번지 장안평중고자동차시장 B호 C동 2층 가열 19호","","20200424","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000253661호를 처리함","20200424","","","20200424","","2020-04-24 13:59:46.0","2020-04-24 13:59:46.0","1","0","0","0","1","","1120012200","1120079000","1","234","","장안평중고자동차시장 B호 C동 2층 가열 19호"
"PHMB520203030033042500005","3030000","신고","소독업","영업중","광명환경","서울특별시 성동구 성수동2가 279번지 50호 성수1차 대우아파트 상가 220-1호","","20200424","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000253645호를 처리함","20200424","","","20200424","","2020-04-24 13:59:57.0","2020-04-24 13:59:57.0","1","0","0","0","1","","1120011500","1120069000","1","279","50","성수1차 대우아파트 상가"
"PHMB520143030033042500002","3030000","신고","소독업","폐업","케이케어","","02-353-4726","20141119","","","","20161219","","20161219","20161219","2014-11-19 15:59:02.0","2016-12-19 15:45:18.0","1","0","0","0","1","","","","","","",""
"PHMB520183030033042500004","3030000","신고","소독업","영업중","클린데이","서울특별시 성동구 도선동 70번지 창성빌딩 253호","","20180814","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 201830300000346446호를 처리함","20180814","","","20180814","","2018-08-14 17:37:00.0","2018-08-14 17:37:00.0","1","0","0","0","1","","1120010400","1120053500","1","70","","창성빌딩"
"PHMB520093030033042500004","3030000","신고","소독업","폐업","깨끗한세상1호점","서울특별시 성동구 금호동1가 1566번지 5호","2299-5933","20091118","","","","20160602","33","20160602","20160602","2009-11-19 13:48:25.0","2016-06-02 10:05:04.0","1","0","0","0","1","133091","1120010900","1120059000","1","1566","5",""
"PHMB520193030033042500001","3030000","신고","소독업","폐업","그린F5 성동본부","서울특별시 성동구 도선동 69번지 성동삼성쉐르빌 상가 101동 141호","02-538-3971","20190705","소독업 폐업","법인 전환에 따른 소독업(개인) 폐업","","","","20200415","20200414","2019-07-09 17:33:25.0","2020-04-15 19:03:19.0","1","0","0","0","1","","1120010400","1120053500","1","69","","성동삼성쉐르빌 상가"
"PHMB520203030033042500012","3030000","신고","소독업","영업중","아페스코(APESCO)","서울특별시 성동구 성수동2가 289-39 2층 202호","","20200629","신고일자를 처리일자 기준으로 수정","","20200629","","","20200629","","2020-06-29 14:11:31.0","2020-06-29 16:00:40.0","1","0","0","0","1","","1120011500","1120069000","1","289","39","2층"
"PHMB520203030033042500001","3030000","신고","소독업","영업중","자연환경","서울특별시 성동구 성수동2가 281번지 16호 일신건영휴먼테코 1101호","02-403-0084","20030306","소재지 변경","소재지 변경","20200204","","제19호","20200204","","2011-01-25 17:13:48.0","2020-02-04 18:07:54.0","1","0","0","0","1","","1120011500","1120069000","1","281","16","일신건영휴먼테코"
"PHMB520073030033042500003","3030000","신고","소독업","직권폐업","(주)엘림실업","서울특별시 성동구 성수2가3동 284번지 67호","499-0124","20070523","「감염병의 예방 및 관리에 관한 법률」 제52조제2항에 의한 신고 취소처리","「감염병의 예방 및 관리에 관한 법률」 제52조제2항에 의한 신고 취소처리","","","27","20171213","20171212","2010-05-12 11:34:48.0","2017-12-13 09:16:14.0","1","0","0","0","1","133833","1120011500","1120069000","1","284","67",""
"PHMB520173030033042500002","3030000","신고","소독업","영업중","청정CS","서울특별시 성동구 용답동 49번지 427호","","20161018","소재지 변경","소재지 변경","20171013","","","20171016","","2016-10-19 10:24:21.0","2017-10-16 18:26:10.0","1","0","0","0","1","","1120012200","1120079000","1","49","",""
"PHMB519983030033042500001","3030000","신고","소독업","영업중","유원 티씨에스","서울특별시 성동구 성수동2가 299번지 94호 1층","467-3992","19980617","종사자 변경","종사자 변경","20151104","","3","20180108","","2010-05-12 10:45:35.0","2018-01-08 10:25:15.0","1","0","0","0","1","","1120011500","1120069000","1","299","94","1층"
"PHMB520023030033042500001","3030000","신고","소독업","영업중","(주)신웅환경시스템","서울특별시 성동구 행당1동 37번지 27호 2층","2281-9114","20020102","종사자추가","종사자추가","20130621","","10","20180108","","2010-05-12 11:06:32.0","2018-01-08 10:21:09.0","1","0","0","0","1","133862","1120010700","1120056000","1","37","27","2층"
"PHMB520203030033042500002","3030000","신고","소독업","영업중","주식회사 퓨처쉐이퍼스","서울특별시 성동구 성수동1가 13번지 164호 서울숲 IT 밸리 805호","02-568-5534","20190619","소재지 변경","소재지 변경","20200204","","","20200204","","2019-07-01 17:59:02.0","2020-02-04 16:50:47.0","1","0","0","0","1","","1120011400","1120066000","1","13","164","서울숲 IT 밸리"
"PHMB520113030033042500002","3030000","신고","소독업","영업중","(주)에스앤씨서비스","서울특별시 성동구 성수동1가 656번지 281호 삼일빌딩 9층 2호","465-9933","20110223","소재지 변경","소재지 변경","20150507","","40","20180104","","2011-02-24 11:21:33.0","2018-01-04 11:11:39.0","1","0","0","0","1","133110","1120011400","1120066000","1","656","281","삼일빌딩 9층 2호"
"PHMB520103030033042500004","3030000","신고","소독업","영업중","오대양시스템","서울특별시 성동구 금호동3가 776번지 202호","2632-2177","20100826","소재지 변경","소재지 변경","20170418","","37","20180104","","2010-08-30 11:22:04.0","2018-01-04 11:20:35.0","1","0","0","0","1","","1120011100","1120061500","1","776","","202호"
"PHMB520063030033042500001","3030000","신고","소독업","폐업","(주)에버크린","서울특별시 성동구 성수2가3동 284번지 67호 창미빌딩 406호","469-4931","20060519","소독업 폐업","영업 환경 악화","","20180626","23","20180626","20180626","2010-05-12 11:22:04.0","2018-06-26 16:24:32.0","1","0","0","0","1","133833","1120011500","1120069000","1","284","67","창미빌딩 406호"
"PHMB520163030033042500001","3030000","신고","소독업","휴업","(주)테크인코리아","","02-469-4500","20161118","휴업","휴업","","","","20190129","","2016-11-18 16:14:37.0","2019-01-29 13:34:19.0","1","0","0","0","1","","","","","","",""
"PHMB520173030033042500004","3030000","신고","소독업","영업중","피에스클린(PS클린)","서울특별시 성동구 용답동 235번지 2호 금풍빌딩","","20171103","상호변경","상호변경","20180703","","","20180703","","2017-11-03 10:11:41.0","2018-07-03 17:02:12.0","1","0","0","0","1","","1120012200","1120079000","1","235","2","금풍빌딩"
"PHMB520203030033042500003","3030000","신고","소독업","영업중","주식회사 에프파이브서울원","서울특별시 성동구 도선동 70번지 창성빌딩 294호","","20200417","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000238371호를 처리함","20200417","","","20200417","","2020-04-17 17:53:43.0","2020-04-17 17:53:43.0","1","0","0","0","1","","1120010400","1120053500","1","70","","창성빌딩"
"PHMB520143030033042500001","3030000","신고","소독업","영업중","그린환경테크(주)","서울특별시 성동구 성수동2가 277번지 17호 성수아카데미타워 1913호","02-464-2218","20140814","사무실 소재지 변경","사무실 소재지 변경","20190401","","","20190402","","2014-08-18 10:04:45.0","2019-04-02 09:14:56.0","1","0","0","0","1","","1120011500","1120069000","1","277","17","성수아카데미타워"
"PHMB520183030033042500002","3030000","신고","소독업","영업중","(주)미래체육시설안전기술","","02-2215-0262","20180403","소독업 대표자 변경","소독업 대표자 변경","20180905","","","20180905","","2018-04-03 15:17:41.0","2018-09-05 17:27:15.0","1","0","0","0","1","","","","","","",""
"PHMB520193030033042500002","3030000","신고","소독업","영업중","네오캠크린","서울특별시 성동구 성수동2가 284번지 50호 삼풍아파트형공장 지1층 7호","070-8612-4724","20191007","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 201930300000422270호를 처리함","20191007","","","20191007","","2019-10-07 15:30:22.0","2019-10-07 15:30:22.0","1","0","0","0","1","","1120011500","1120069000","1","284","50","삼풍아파트형공장 지1층"
"PHMB520203030033042500006","3030000","신고","소독업","영업중","(주) 두리교우파워시스템","서울특별시 성동구 용답동 235번지 2호 금풍빌딩 3층 308호","02-766-5477","20110217","소재지 변경","소재지 변경","20200427","","","20200428","","2011-02-21 18:36:57.0","2020-04-28 14:31:00.0","1","0","0","0","1","","1120012200","1120079000","1","235","2","금풍빌딩 3층"
"PHMB520033030033042500002","3030000","신고","소독업","영업중","서운STS(주)","서울특별시 성동구 용답동 228번지 13호 서운빌딩 3층","2246-9124","20030614","소재지 변경(사무실 근무층 변경)","소재지 변경(사무실 근무층 변경)","20200427","","18","20200428","","2010-05-12 11:17:24.0","2020-04-28 14:30:08.0","1","0","0","0","1","","1120012200","1120079000","1","228","13","서운빌딩 3층"
"PHMB520133030033042500006","3030000","신고","소독업","영업중","(주)캠크린프로서비스","서울특별시 성동구 성수2가3동 284번지 50호","465-9983","20131023","대표자 추가(공동대표)","대표자 추가(공동대표)","20190415","","","20190415","","2013-10-23 18:46:56.0","2019-04-15 17:44:22.0","1","0","0","0","1","133833","1120011500","1120069000","1","284","50",""
"PHMB520203030033042500007","3030000","신고","소독업","영업중","서울성동지역자활센터","서울특별시 성동구 옥수동 562번지 1호 서울성동지역자활센터 3층","02-2299-6658","20200512","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000279723호를 처리함","20200512","","","20200512","","2020-05-12 21:04:06.0","2020-05-12 21:04:06.0","1","0","0","0","1","","1120011300","1120064500","1","562","1","서울성동지역자활센터 3층"
"PHMB520203030033042500010","3030000","신고","소독업","영업중","아이티앤가드 주식회사","서울특별시 성동구 금호동1가 116번지","02-2292-0800","20200617","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000356263호를 처리함","20200617","","","20200617","","2020-06-17 17:41:15.0","2020-06-17 17:41:15.0","1","0","0","0","1","","1120010900","1120059000","1","116","",""
"PHMB520203030033042500011","3030000","신고","소독업","영업중","주식회사 쏘프레쉬앤코","서울특별시 성동구 성수동1가 305번지 선출빌딩 1층 1호","","20200617","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000356276호를 처리함","20200617","","","20200617","","2020-06-17 17:41:27.0","2020-06-17 17:41:27.0","1","0","0","0","1","","1120011400","1120065000","1","305","","선출빌딩 1층"
"PHMB520203030033042500013","3030000","신고","소독업","영업중","팝펀이벤트","서울특별시 성동구 용답동 236-3 4층 1호","02-2205-2802","20200716","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병예방과 민원접수번호 202030300000410952호를 처리함","20200716","","","20200716","","2020-07-16 17:51:34.0","2020-07-16 17:51:34.0","1","0","0","0","1","","1120012200","1120079000","1","236","3","4층"
"PHMB520023030033042500002","3030000","신고","소독업","영업중","낙원환경","서울특별시 성동구 송정동 99번지 3호 시그널토탈카 B101호","2245-3797","20021021","소재지 변경","소재지 변경","20190304","","14","20190304","","2010-05-12 11:10:15.0","2019-03-04 14:41:14.0","1","0","0","0","1","","1120011800","1120072000","1","99","3","시그널토탈카"
