"인허가번호","시군구코드","신청분류코드","업무구분코드","운영상태코드","업소명","주소","전화번호","인허가일자","인허가내용","인허가사유내용","신고일자","준공일자","시군구인허가번호","삭제일자","취소일자","최초등록시점","최종수정시점","대상일련번호","대표자조직관리ID","조직관리ID","상위조직관리ID","조직비조직구분코드","우편번호","지역코드","행정동코드","산","번지","호","특수주소"
"PHMB520043220033042500002","3220000","신고","소독업","영업중","(주)청열","서울특별시 강남구 논현동 68번지 8호","3444-0231","20041123","대표자변경 [박희순 → 김수진]","","20180418","","","20180419","","2010-04-06 09:57:19.0","2018-04-19 17:22:49.0","1","0","0","0","1","","1168010800","1168053100","1","68","8",""
"PHMB519923220033042500001","3220000","신고","소독업","폐업","신한환경","서울특별시 강남구 개포동 1196번지 1호","02-578-7804/5","19921010","소독업소 신고사항 변경 - 사업장(사무실 및 창고) 면적 축소","(주)신한씨엔비로 변경되어 중복되므로 폐업처리함.","","","제14호","20170911","20140725","2014-07-16 17:28:04.0","2017-09-11 17:56:55.0","1","0","0","0","1","135962","1168010300","1168066000","1","1196","1",""
"PHMB520163220033042500009","3220000","신고","소독업","직권폐업","(주)맑은크린","서울특별시 강남구 역삼동 739번지 5호 501호","02-576-0034","20161205","시설물 무단 철거로 인한 직권폐업","","","","","20191008","20191008","2016-12-05 17:44:45.0","2019-10-08 17:51:37.0","1","0","0","0","1","","1168010100","1168064000","1","739","5","501호"
"PHMB520143220033042500008","3220000","신고","소독업","영업중","(주)그린온","서울특별시 강남구 도곡동 425번지 7호 연산MS빌딩 402호","02-6010-7735","20120308","소재지 : 경기도 안양시 동안구 관악대로 317-4(관양동 2층) → 서울 강남구 논현로 134길(도곡동) 연산MS빌딩 402호 상호 : (주)이그린에스 → (주) 그린온","","20141208","","","20141210","","2012-03-09 10:32:38.0","2014-12-10 11:21:32.0","1","0","0","0","1","135855","1168011800","1168065500","1","425","7","연산MS빌딩 402호"
"PHMB520093220033042500002","3220000","신고","소독업","영업중","강남클린방역","서울특별시 강남구 도곡동 456번지 12호 하우스라움","2226-0339","20090211","소재지변경 변경 전 : 도곡동 963 역삼럭키아파트 상가동 지하1층 116호 변경 후 : 논현로26길 36-5 101호","소재지 변경","20171030","","","20171031","","2009-02-11 15:09:16.0","2017-10-31 08:27:12.0","1","0","0","0","1","","1168011800","1168065600","1","456","12","하우스라움"
"PHMB520083220033042500014","3220000","신고","소독업","영업중","에이엠영보(주)","서울특별시 강남구 대치동 945번지 22호","","20080425","종사자 인적사항 변경","종사자 인적사항 변경","20170908","","","20171108","","2017-09-08 15:45:46.0","2017-11-08 13:28:34.0","1","0","0","0","1","135281","1168010600","","1","945","22",""
"PHMB520173220033042500005","3220000","신고","소독업","폐업","(주)엠택컨설팅","서울특별시 강남구 삼성동 141번지","02-6011-1583","20170823","","","","20181218","","20181218","20181218","2017-08-23 16:34:29.0","2018-12-18 16:34:16.0","1","0","0","0","1","","1168010500","1168059000","1","141","",""
"PHMB520183220033042500002","3220000","신고","소독업","직권폐업","그린F5 강남점","서울특별시 강남구 역삼동 721번지 34호","02-556-6565","20180416","직권폐업 처리","본사를 통해 오래전 폐업했다는 내용을 전달 받음. 전화 불통 등.","","","","20200513","20200511","2018-04-16 16:24:45.0","2020-05-13 13:33:02.0","1","0","0","0","1","","1168010100","1168065000","1","721","34",""
"PHMB520123220033042500010","3220000","신고","소독업","폐업","사단법인 나누리 방역","서울특별시 강남구 수서동 721번지","02-451-5004","20121127","소독업소 폐업 신고","운영실패","","20160804","","20160804","20160804","2012-11-28 13:45:51.0","2016-08-04 09:15:51.0","1","0","0","0","1","135885","1168011500","1168075000","1","721","",""
"PHMB520053220033042500003","3220000","신고","소독업","영업중","(주)캡스텍","서울특별시 강남구 삼성1동 108번지 14호","02)510-8512","20050107","대표자 변경 [김장기 → 박세영]","","20200109","","108","20200109","","2010-12-09 14:49:17.0","2020-01-09 11:37:49.0","1","0","0","0","1","135873","1168010500","1168058000","1","108","14",""
"PHMB520093220033042500028","3220000","신고","소독업","폐업","(주)크린파워","서울특별시 강남구 도곡동 948번지 10호 1층","2058-1235","20091215","소독업 폐업신고","당사의 목적사업과 업종변경 등의 사유로 인하여 폐업신고함.","","20170322","","20170322","20170322","2009-12-17 11:57:54.0","2017-03-22 11:42:52.0","1","0","0","0","1","135860","1168011800","1168065600","1","948","10","1층"
"PHMB520203220033042500017","3220000","신고","소독업","영업중","에스디서비스코리아 주식회사","서울특별시 강남구 역삼동 721번지 39호 행남자기","070-4232-7727","20200421","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000615421호를 처리함","20200421","","","20200422","","2020-04-22 08:00:41.0","2020-04-22 08:00:41.0","1","0","0","0","1","","1168010100","1168065000","1","721","39","행남자기"
"PHMB520203220033042500021","3220000","신고","소독업","영업중","그린F5 강남영업본부","서울특별시 강남구 신사동 511번지 9호","","20200513","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000703828호를 처리함","20200513","","","20200513","","2020-05-13 20:00:13.0","2020-05-13 20:00:13.0","1","0","0","0","1","","1168010700","1168051000","1","511","9",""
"PHMB520173220033042500003","3220000","신고","소독업","영업중","(주)정다운세상","서울특별시 강남구 청담동 132번지 19호","070-4699-0251","20100712","대표자 변경 [김용균 → 최승호]","","20180705","","238","20180705","","2010-07-12 13:32:02.0","2018-07-05 17:25:03.0","1","0","0","0","1","","1168010400","1168056500","1","132","19",""
"PHMB520203220033042500024","3220000","신고","소독업","영업중","주식회사 세이클","서울특별시 강남구 신사동 638번지 9호","","20200522","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000751127호를 처리함","20200522","","","20200604","","2020-05-23 12:40:24.0","2020-06-04 15:07:07.0","1","0","0","0","1","","1168010700","1168051000","1","638","9",""
"PHMB520063220033042500006","3220000","신고","소독업","영업중","(주)대성비엠에스","서울특별시 강남구 청담동 12번지 18호 B2호","","20060123","상호(업소명)변경 변경전 : (주)포커스메인터넌스 변경후 : (주)대성비엠에스","상호변경","20140321","","116","20140321","","2012-07-24 15:27:53.0","2014-03-21 20:11:27.0","1","0","0","0","1","135949","1168010400","1168056500","1","12","18","B2호"
"PHMB520093220033042500011","3220000","신고","소독업","영업중","(주)해상","서울특별시 강남구 대치동 1002번지 B6층","1577-7453","20090514","사무실 소재지 변경","강남구 영동대로 416 B1층 -> 강남구 영동대로 416 B6층","20161102","","","20161102","","2009-05-20 18:01:28.0","2016-11-02 17:29:13.0","1","0","0","0","1","","1168010600","1168061000","1","1002","","B6층"
"PHMB520173220033042500008","3220000","신고","소독업","영업중","(주)보영씨앤피","서울특별시 강남구 삼성동 118번지 3호 호경타워","02-353-6601","20080826","전입에 따른 소재지변경 변경 전 : 성북구 성북로 71 2층 변경 후 : 봉은사로74길 15 호경타워 3층","전입신고","20171102","","제 2 9 호","20171103","","2010-01-26 15:35:52.0","2017-11-03 08:59:29.0","1","0","0","0","1","","1168010500","1168059000","1","118","3","호경타워"
"PHMB520203220033042500029","3220000","신고","소독업","영업중","㈜유안에이치알","서울특별시 강남구 논현동 235-13 KTS빌딩","02-425-0206","20200706","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 질병관리과 민원접수번호 202032200000977419호를 처리함","20200706","","","20200706","","2020-07-06 18:43:42.0","2020-07-06 18:43:42.0","1","0","0","0","1","","1168010800","1168053100","1","235","13","KTS빌딩"
"PHMB520073220033042500006","3220000","신고","소독업","영업중","(주)한얼관리","서울특별시 강남구 일원동 666번지 3호","02-445-0291","20070703","소독업소 소재지변경","소재지 변경신고 : 일원로9길28 401호 → 일원로9길28 202호","20160706","","130","20160707","","2016-07-06 18:55:58.0","2016-07-07 18:33:37.0","1","0","0","0","1","","1168011400","1168073000","1","666","3",""
"PHMB520203220033042500008","3220000","신고","소독업","영업중","주식회사 프로에스콤","서울특별시 강남구 역삼동 707번지 34호 한신인터밸리24빌딩","02-2183-3000","20200317","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000432473호를 처리함","20200317","","","20200319","","2020-03-19 08:18:42.0","2020-03-19 08:18:42.0","1","0","0","0","1","","1168010100","1168065000","1","707","34","한신인터밸리24빌딩"
"PHMB520153220033042500009","3220000","신고","소독업","영업중","위코스생명과학 주식회사","서울특별시 강남구 역삼동 702번지 2호","02-556-9887","20150923","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 201532200000885155호를 처리함","20150923","","","20150924","","2015-09-24 09:32:44.0","2015-09-24 09:32:44.0","1","0","0","0","1","","1168010100","1168064000","1","702","2",""
"PHMB520163220033042500001","3220000","신고","소독업","영업중","주식회사 드웰링","서울특별시 강남구 역삼동 751번지 16호 418호","02-558-1120","20160309","종사자변경","종사자변경 : 신우창 → 이영규","20170228","","","20170228","","2016-03-10 07:59:06.0","2017-02-28 17:53:21.0","1","0","0","0","1","","1168010100","1168064000","1","751","16",""
"PHMB520153220033042500007","3220000","신고","소독업","영업중","(주)밝은환경","서울특별시 강남구 도곡동 457번지 4호","02-558-5161","20150609","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 201532200000565580호를 처리함","20150609","","","20150609","","2015-06-09 15:33:40.0","2015-06-09 15:33:40.0","1","0","0","0","1","135855","1168011800","1168065500","1","457","4",""
"PHMB520013220033042500001","3220000","신고","소독업","폐업","광성개발","서울특별시 강남구 도곡1동 934-10 우성상가 지하12호","552-8632","20010319","폐업","사업부진","","20140630","82","20140701","20140630","2010-01-12 16:25:29.0","2014-07-01 16:49:50.0","1","0","0","0","1","135271","1168011800","1168065500","1","","","934-10 우성상가 지하12호"
"PHMB520133220033042500013","3220000","신고","소독업","영업중","에버그린월드 주식회사","서울특별시 강남구 개포동 1186번지 2호","02-574-6389","20131230","소재지 변경 - 변경 전 : 강남구 삼성로 14 라동 105호 - 변경 후 : 강남구 논현로8길 32 지3호","","20180207","","","20180209","","2013-12-30 18:04:39.0","2018-02-09 11:02:00.0","1","0","0","0","1","","1168010300","1168069000","1","1186","2",""
"PHMB520203220033042500025","3220000","신고","소독업","영업중","베어하우징","서울특별시 강남구 대치동 989번지 1호","","20200603","소독업 명칭 변경 [편백인테리어 → 베어하우징]","","20200603","","","20200609","","2020-06-05 08:01:39.0","2020-06-09 11:26:17.0","1","0","0","0","1","","1168010600","1168061000","1","989","1",""
"PHMB520153220033042500005","3220000","신고","소독업","영업중","(주)IBS인더스트리","서울특별시 강남구 역삼동 662번지 17호 송헌빌딩","2231-8981","19970310","소재지 변경(관할 이전) - 변경전 : 서울시 중구 신당동 340-44 - 변경후 : 서울시 강남구 언주로 531","소재지 변경","20150427","","00007","20150428","","2009-03-26 09:49:03.0","2015-04-28 09:38:43.0","1","0","0","0","1","135913","1168010100","1168064000","1","662","17","송헌빌딩"
"PHMB520003220033042500004","3220000","신고","소독업","영업중","평화환경","서울특별시 강남구 도곡동 895번지 12호","","20000701","소독업소 초기자료 등록","","20140825","","제75호","20140825","","2014-08-25 16:00:48.0","2014-08-25 16:00:48.0","1","0","0","0","1","135859","1168011800","1168065500","1","895","12",""
"PHMB520203220033042500009","3220000","신고","소독업","영업중","주식회사 휴먼헤드","서울특별시 강남구 삼성동 8번지 1호 건설빌딩","","20200319","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000443667호를 처리함","20200319","","","20200723","","2020-03-19 20:00:42.0","2020-07-23 18:09:06.0","1","0","0","0","1","","1168010500","1168059000","1","8","1","건설빌딩"
"PHMB520093220033042500025","3220000","신고","소독업","영업중","원방기업(주)","서울특별시 강남구 논현동 215번지 7호","548-2814","20091204","대표자 변경 [심두한 → 심두한심철용]","","20190626","","160","20190626","","2009-12-08 10:31:25.0","2019-06-26 16:35:52.0","1","0","0","0","1","","1168010800","1168053100","1","215","7",""
"PHMB520203220033042500026","3220000","신고","소독업","영업중","㈜우송관리","서울특별시 강남구 개포동 1191번지 4호 지수빌딩","02-2058-1962","20200610","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000855919호를 처리함","20200610","","","20200610","","2020-06-10 17:52:43.0","2020-06-10 17:52:43.0","1","0","0","0","1","","1168010300","1168069000","1","1191","4","지수빌딩"
"PHMB520163220033042500002","3220000","신고","소독업","폐업","지앤브이 사회적협동조합","서울특별시 강남구 개포동 1231번지 2호 3층","02-418-7741","20160405","소독업소 폐업 신고","경영상의 이유로 폐업 신고","","20161202","","20161202","20161202","2016-04-05 15:34:10.0","2016-12-02 15:27:42.0","1","0","0","0","1","","1168010300","1168069000","1","1231","2","3층"
"PHMB520013220033042500003","3220000","신고","소독업","영업중","(주)우방환경","서울특별시 강남구 일원동 625번지 21호 B-1","","20010502","종사자변경","종사자변경 : 이영자 → 조성안","20170222","","제106호","20170223","","2014-02-21 13:18:00.0","2017-02-23 09:06:35.0","1","0","0","0","1","135943","1168011400","1168073000","1","625","21","B-1"
"PHMB520143220033042500005","3220000","신고","소독업","폐업","(주)제임파트너스","서울특별시 강남구 삼성동 157번지 10호 유림빌딩 10층","02-568-2380","20140818","","","","20160226","","20160226","20160226","2014-08-19 22:18:51.0","2016-02-26 16:21:40.0","1","0","0","0","1","135880","1168010500","1168058000","1","157","10","유림빌딩 10층"
"PHMB519993220033042500003","3220000","신고","소독업","영업중","(주)동명엔터프라이즈","서울특별시 강남구  839번지 11호 동명빌딩 지층 2층","","19990128","소독업소 초기자료 등록","","19990128","","제53호","20140221","","2014-02-21 14:03:16.0","2014-02-21 14:10:08.0","1","0","0","0","1","135935","1168010100","1168064000","1","839","11","동명빌딩 지층 2층"
"PHMB520203220033042500003","3220000","신고","소독업","영업중","㈜디오컴퍼니","서울특별시 강남구 논현동 201번지 4호 호텔 더 디자이너스 리즈 강남 프리미어","02-2273-1755","20200224","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000304515호를 처리함","20200224","","","20200228","","2020-02-28 14:57:06.0","2020-02-28 14:57:06.0","1","0","0","0","1","","1168010800","1168052100","1","201","4","호텔 더 디자이너스 리즈 강남 프리미어"
"PHMB520103220033042500001","3220000","신고","소독업","폐업","(주)남촌개발","","552-9017","20100122","폐업처리","2010.09.17 폐업한 업체임.","","","","20170912","20100917","2010-01-26 15:08:45.0","2017-09-12 09:48:17.0","1","0","0","0","1","","","","","","",""
"PHMB520103220033042500003","3220000","신고","소독업","폐업","동아환경개발(주)","서울특별시 강남구 일원1동 363번지 13호 지하1층","2216-4534","20100211","폐업처리","2010.08.31 자진폐업처리한 업체임","","","","20170912","20100831","2010-02-17 16:59:15.0","2017-09-12 09:53:31.0","1","0","0","0","1","135231","1168011400","1168073000","1","363","13","지하1층"
"PHMB520143220033042500002","3220000","신고","소독업","영업중","광성개발","서울특별시 강남구 도곡동 934번지 10호","02-552-8632","20140709","대표자 종사자 변경","대표자 변경 : 이기훈 → 강봉성 / 종사자 변경 : 박은순 → 이용덕","20170327","","206","20170629","","2014-07-09 19:04:42.0","2017-06-29 16:55:40.0","1","0","0","0","1","135859","1168011800","1168065500","1","934","10",""
"PHMB520123220033042500006","3220000","신고","소독업","영업중","(주)메인트넌스원","서울특별시 강남구 역삼2동 788번지 16호 원경빌딩1층","02-557-7070","20120830","대표자 변경 : 김효준 -> 진정숙","","20150709","","","20171108","","2012-08-30 08:58:43.0","2017-11-08 13:16:38.0","1","0","0","0","1","135515","1168010100","1168064000","1","788","16","원경빌딩1층"
"PHMB520123220033042500008","3220000","신고","소독업","폐업","(주)예손","서울특별시 강남구 청담동 26번지 35호 지층 102호","1599-4333","20120907","폐업","폐업사유 - 업종전환","","20140501","","20140501","20140501","2012-09-10 09:17:37.0","2014-05-01 17:51:59.0","1","0","0","0","1","135950","1168010400","1168056500","1","26","35","지층 102호"
"PHMB520143220033042500011","3220000","신고","소독업","폐업","동인안전(주)","서울특별시 강남구 신사동 514번지 7호","","20141128","폐업신고","영업부진으로 인한 폐업","","20170919","","20170919","20170919","2017-09-12 10:38:39.0","2017-09-19 15:11:56.0","1","0","0","0","1","","1168010700","1168051000","1","514","7",""
"PHMB520143220033042500009","3220000","신고","소독업","영업중","(주)티엔엘넷플러스","서울특별시 강남구 역삼동 635번지 6호 태리빌딩 3층","","20110210","[소재지 및 상호변경] -소재지 : 경상남도 진주시 상평동 307번지 5호 2층 → 서울특별시 강남구 강남대로 94길 27-15 3층(역삼동 태리빌딩) -상    호 : (주)이랑씨에스 → (주)티엔엘넷플러스","","20141210","","","20141211","","2011-02-16 10:38:55.0","2014-12-11 10:21:49.0","1","0","0","0","1","135908","1168010100","1168064000","1","635","6","태리빌딩 3층"
"PHMB520133220033042500003","3220000","신고","소독업","폐업","(주)아이앤씨엠","서울특별시 강남구 역삼1동 823번지 42호 그랑프리빌딩 9층","02-537-7900","20130524","소독업 폐업신고","영업부진으로 인한 사업종료.","","20170705","","20170705","20170705","2013-05-24 09:45:23.0","2017-07-05 17:40:28.0","1","0","0","0","1","135933","1168010100","1168065000","1","823","42","그랑프리빌딩 9층"
"PHMB520193220033042500007","3220000","신고","소독업","영업중","㈜엔마스타","서울특별시 강남구 개포동 163번지 5호","","20191024","대표자 변경 [조경미 → 박종문]","","20200205","","","20200205","","2019-10-24 17:48:11.0","2020-02-05 17:09:39.0","1","0","0","0","1","","1168010300","1168067000","1","163","5",""
"PHMB520083220033042500008","3220000","신고","소독업","영업중","사회복지법인 위훈용사복지회","서울특별시 강남구 개포동 1244번지 14호 두리빌딩 2층","02)575-5267","20080715","","","20150625","","제145호","20150720","","2013-05-29 09:48:47.0","2015-07-20 08:32:13.0","1","0","0","0","1","135965","1168010300","1168069000","1","1244","14","두리빌딩 2층"
"PHMB520203220033042500014","3220000","신고","소독업","영업중","더 마이티","서울특별시 강남구 삼성동 145번지 18호 빌딩엠","02-564-6200","20200327","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000483852호를 처리함","20200327","","","20200330","","2020-03-30 07:57:45.0","2020-03-30 07:57:45.0","1","0","0","0","1","","1168010500","1168058000","1","145","18","빌딩엠"
"PHMB520153220033042500008","3220000","신고","소독업","영업중","(주)에스텍시스템","서울특별시 강남구 개포동 14번지 4호","02)2142-8327","20150730","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 201532200000720489호를 처리함","20150730","","","20150803","","2015-08-03 16:47:16.0","2015-08-03 16:47:16.0","1","0","0","0","1","135240","1168010300","1168066000","1","14","4",""
"PHMB520133220033042500004","3220000","신고","소독업","영업중","케이엔자산관리(주)","서울특별시 강남구 수서동 724번지 로즈데일오피스텔 1607호","3411-8817","20130611","대표자 변경 - 변경전 : 함형택() - 변경후 : 김은애()","대표자 변경","20141016","","","20141016","","2013-06-11 18:04:04.0","2014-10-16 10:26:24.0","1","0","0","0","1","135744","1168011500","1168075000","1","724","","로즈데일오피스텔"
"PHMB520043220033042500003","3220000","신고","소독업","영업중","에이치디씨아이서비스(주)","서울특별시 강남구 삼성1동 160번지 28호 아이파크타워 2","02-2008-8555","20040217","대표자 변경 [김종수 → 이만희]","","20200120","","98","20200120","","2011-02-07 09:42:01.0","2020-01-20 17:45:24.0","1","0","0","0","1","135881","1168010500","1168058000","1","160","28","아이파크타워 2"
"PHMB520203220033042500022","3220000","신고","소독업","영업중","크린파크","서울특별시 강남구 역삼동 708번지 30호 송경빌딩","","20200518","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000724743호를 처리함","20200518","","","20200518","","2020-05-18 15:27:48.0","2020-05-18 15:27:48.0","1","0","0","0","1","","1168010100","1168065000","1","708","30","송경빌딩"
"PHMB520203220033042500013","3220000","신고","소독업","영업중","새집연구소","서울특별시 강남구 개포동 186번지 15호 소망빌딩","","20200327","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 202032200000483863호를 처리함","20200327","","","20200330","","2020-03-30 07:57:33.0","2020-03-30 07:57:33.0","1","0","0","0","1","","1168010300","1168074000","1","186","15","소망빌딩"
"PHMB520063220033042500003","3220000","신고","소독업","영업중","(주)천광환경","서울특별시 강남구 개포동 1230번지 9호","556-0448","20060428","소재지 변경 - 변경 전 : 개포로38길 18 지층 - 변경 후 : 논현로 16길 17 지층","","20180313","","119","20180313","","2010-10-27 17:10:45.0","2018-03-13 15:35:26.0","1","0","0","0","1","","1168010300","1168069000","1","1230","9",""
"PHMB519993220033042500001","3220000","신고","소독업","영업중","(주)오뚜기토탈시스템","서울특별시 강남구 삼성동 116번지 24호","546-9409","19990430","1.사무실 소재지 변경신청 2.종사자 변경신청","1.사무실 소재지 변경신청 : 봉은사로71길 6 재성파크빌 1층→봉은사로74길 8 2층 2.종사자 변경신청 : 박용준→원미영","20170116","","57","20170116","","2010-04-09 21:11:54.0","2017-01-16 18:06:09.0","1","0","0","0","1","","1168010500","1168059000","1","116","24",""
"PHMB519843220033042500001","3220000","신고","소독업","","삼우방역(주)","서울특별시 강남구 도곡동 458번지 10호","567-9193","19841106","소독업소 초기자료 등록","","20141120","","3","20141120","","2014-11-20 16:15:55.0","2014-11-20 17:31:21.0","1","0","0","0","1","135855","1168011800","1168065500","1","458","10",""
"PHMB520053220033042500006","3220000","신고","소독업","영업중","나라개발시스템(주)","서울특별시 강남구 도곡동 517번지 2호","02-3461-8687","20050525","소재지변경 [강남구 논현로26길 46 → 강남구 논현로30길 36-4]","","20190603","","","20190603","","2017-09-08 15:37:22.0","2019-06-03 14:21:56.0","1","0","0","0","1","","1168011800","1168065600","1","517","2",""
"PHMB520153220033042500003","3220000","신고","소독업","영업중","(주)오케이시스템","서울특별시 강남구 역삼동 776번지 24호 2층","02-3473-2754","20130502","소재지 변경(관할 이전) - 변경전 : 서울시 서초구 강남대로 309 1618호 - 변경후 : 서울시 강남구 도곡로25길 31 2층","소재지 변경(관할 이전)","20150316","","157","20150316","","2013-05-02 16:36:11.0","2015-03-16 18:31:14.0","1","0","0","0","1","135928","1168010100","1168064000","1","776","24","2층"
"PHMB520173220033042500007","3220000","신고","소독업","영업중","에스더블유엠 주식회사","서울특별시 강남구 대치동 943번지 19호","02-539-1147","20171019","소독업소개설신고 민원","감염병의 예방 및 관리에 관한 법률 제52조 및 같은 법 시행규칙 제37조제3항에 따라 보건과 민원접수번호 201732200000969904호를 처리함","20171019","","","20171020","","2017-10-20 17:49:02.0","2017-10-20 17:49:02.0","1","0","0","0","1","","1168010600","1168061000","1","943","19",""
